MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,SILVERBETA,UTIAMC-SILVERBETA,       220.10,       215.05,       221.94,       213.00,       220.13,                969400462.06,4447606,19574,       244.64,        84.19,UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF)
N,EQ,SILVERBND,BANDHANAMC - SILVERBND,       257.08,       251.99,       254.95,       225.25,       231.43,                 51434864.53,220402,3341,       261.42,       180.00,COMMODITY - SILVER
N,EQ,SILVERCASE,ZERODHAAMC - SILVERCASE,        23.31,        24.01,        24.01,        22.40,        23.10,               1055374657.42,45971043,44937,        25.40,         9.00,COMMODITY-SILVER
N,EQ,SILVERIETF,ICICIPRAMC - ICICISILVE,       226.25,       220.59,       231.90,       220.01,       226.67,               4685892689.42,20786913,77090,       251.35,        86.55,DOMESTIC PRICE OF SILVER
N,EQ,SMALL250,MIRAEAMC - SMALL250,        16.52,        16.84,        17.50,        16.42,        16.50,                  1338967.10,81100,287,        17.64,        15.85,NIFTY SMALLCAP 250
N,EQ,SMALLADD,DSPAMC - SMALLADD,        16.50,        16.58,        16.58,        16.40,        16.52,                   172079.06,10427,27,        16.98,        15.98,NIFTY SMALLCAP 250 INDEX
N,EQ,SMALLCAP,MIRAEAMC - SMALLCAP,        44.12,        44.43,        44.43,        43.59,        43.70,                 68521675.59,1564833,5116,        54.50,        37.45,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF
N,EQ,SML100CASE,ZERODHAAMC - SML100CASE,         9.92,        10.10,        10.10,         9.82,         9.89,                 17037408.00,1725014,1395,        11.00,         9.48,NIFTY SMALLCAP 100 INDEX
N,EQ,SNXT30BEES,NIPPONAMC - SNXT30BEES,        40.37,        40.52,        40.53,        40.20,        40.33,                   109489.95,2711,65,        41.57,        37.03,BSE SENSEX NEXT 30 INDEX
N,EQ,SNXT50BETA,UTIAMC-SNXT50BETA,        92.95,        93.41,        93.43,        92.51,        92.68,                    37721.46,405,77,       102.25,        66.72,BSE SENSEX NEXT 50
N,EQ,TATAGOLD,TATAAML-TATAGOLD,        13.30,        13.60,        13.60,        12.95,        13.06,               1313464612.73,100595472,108928,        14.50,         7.14,TATA GOLD EXCHANGE TRADED FUND
N,EQ,TATSILV,TATAAML-TATSILV,        22.44,        21.87,        23.90,        21.48,        22.31,               5083701483.67,229296743,193488,        25.10,         8.43,TATA SILVER EXCHANGE TRADED FUND
N,EQ,TECH,BIRLASLAMC - TECH,        41.14,        41.02,        41.24,        40.89,        40.95,                   777543.93,18941,128,        47.30,        33.41,NIFTY IT TRI INDEX
N,EQ,TNIDETF,TATAAML - TNIDETF,        98.91,       100.39,       100.89,        98.07,        98.58,                  3497184.49,35568,406,       103.26,        76.95,NIFTY INDIA DIGITAL INDEX
N,EQ,TOP100CASE,ZERODHAAMC - TOP100CASE,        11.06,        11.22,        11.22,        10.92,        11.06,                  8542840.66,772552,1288,        11.47,         8.01,ZERODHA NIFTY 100 ETF
N,EQ,TOP10ADD,DSPAMC - TOP10ADD,       101.16,       100.96,       101.52,       100.92,       101.19,                 10132885.34,100155,426,       103.43,        86.50,NIFTY TOP 10 EQUAL WEIGHT INDEX
N,EQ,TOP15IETF,ICICIPRAMC - TOP15IETF,        10.98,        11.01,        11.07,        10.99,        11.05,                   278231.27,25258,134,        11.33,        10.00,NIFTY TOP 15 EQUAL WEIGHT INDEX
N,EQ,TOP20,MIRAEAMC - TOP20,         9.62,         9.61,         9.65,         9.58,         9.60,                   122288.05,12716,83,         9.92,         9.58,NIFTY TOP 20 EQUAL WEIGHT
N,EQ,UNIONGOLD,UNIONAMC - UNIONGOLD,       129.15,       131.90,       133.05,       128.10,       131.45,                  3430887.45,26204,265,       136.85,        82.00,COMMODITY GOLD
N,EQ,VAL30IETF,ICICIPRAMC - VAL30IETF,        14.61,        14.65,        14.70,        14.55,        14.69,                  1338258.70,91373,209,        15.20,        10.96,NIFTY200 VALUE 30 INDEX
